Job_ID,Job_Title,Company,City,State,Country,Work_Mode,Experience_Level,Experience_Years,Salary_LPA,Open_Positions,Skills,Industry,Annual_Salary_INR,Applications,Education,Employment_Type,Posting_Date,Company_Rating,Job_Status
771,ML Engineer,Capgemini,Mumbai,Karnataka,India,Hybrid,Mid,6,6,18,"Python,Pandas",Education,866621,308,Bachelor,Full-time,2026-02-22,72,Closed
772,Business Analyst,Capgemini,Bengaluru,Tamil Nadu,India,Onsite,Entry,8,27,19,"Azure,Python",IT Services,1437935,115,Master,Internship,2026-01-26,60,Closed
773,Data Analyst,Infosys,Chennai,Delhi,India,Onsite,Mid,3,19,10,"Python,Pandas",Retail,612558,171,Bachelor,Contract,2026-04-09,57,Open
774,Software Engineer,Capgemini,Bengaluru,Maharashtra,India,Onsite,Senior,0,11,6,"Power BI,SQL",IT Services,918550,91,Bachelor,Internship,2026-01-27,52,Open
775,Data Scientist,Infosys,Mumbai,Maharashtra,India,Onsite,Senior,3,21,6,"Python,SQL",Healthcare,370688,409,Master,Full-time,2026-02-20,64,Closed
776,Data Scientist,Amazon,Delhi,Telangana,India,Hybrid,Senior,8,22,12,"Tableau,SQL",IT Services,1692230,177,Master,Internship,2026-03-31,90,Closed
777,ML Engineer,TechNova,Bengaluru,Tamil Nadu,India,Remote,Senior,7,29,14,"Power BI,SQL",IT Services,777512,73,Bachelor,Contract,2026-01-17,64,Closed
778,BI Developer,Capgemini,Chennai,Telangana,India,Remote,Associate,2,4,16,"Excel,SQL",Retail,1561730,416,Bachelor,Internship,2026-01-30,58,Closed
779,Data Analyst,Microsoft,Hyderabad,Telangana,India,Hybrid,Associate,6,11,12,"Excel,SQL",Retail,739442,361,Bachelor,Contract,2026-05-27,80,Closed
780,ML Engineer,TCS,Hyderabad,Tamil Nadu,India,Remote,Entry,7,19,18,"Power BI,SQL",Healthcare,1366112,141,Master,Full-time,2026-03-14,66,Closed
781,Data Analyst,TCS,Bengaluru,Delhi,India,Hybrid,Mid,2,29,6,"Tableau,SQL",Finance,1657001,79,Master,Full-time,2026-06-22,58,Open
782,Data Analyst,Capgemini,Bengaluru,Telangana,India,Hybrid,Senior,1,21,11,"Power BI,SQL",Retail,452419,427,Master,Internship,2026-06-22,88,Open
783,Data Analyst,Wipro,Mumbai,Maharashtra,India,Hybrid,Entry,8,22,13,"Tableau,SQL",IT Services,886949,384,Bachelor,Contract,2026-04-09,63,Closed
784,BI Developer,Zoho,Bengaluru,Telangana,India,Remote,Entry,1,13,10,"Power BI,SQL",Education,629818,490,Master,Contract,2026-06-06,69,Closed
785,BI Developer,TechNova,Mumbai,Maharashtra,India,Onsite,Entry,1,22,16,"Python,Pandas",Retail,343651,423,Bachelor,Full-time,2026-04-03,88,Closed
786,ML Engineer,Capgemini,Bengaluru,Maharashtra,India,Remote,Mid,3,6,8,"Tableau,SQL",Education,781685,473,Master,Full-time,2026-02-07,54,Closed
787,ML Engineer,Capgemini,Delhi,Delhi,India,Hybrid,Mid,8,23,13,"Python,Pandas",Finance,1622116,415,Bachelor,Internship,2026-04-10,66,Closed
788,Data Scientist,Microsoft,Hyderabad,Tamil Nadu,India,Remote,Entry,1,4,17,"Python,Pandas",Healthcare,384455,360,Master,Contract,2026-03-23,77,Closed
789,ML Engineer,Google,Pune,Delhi,India,Hybrid,Associate,1,24,20,"Excel,SQL",Healthcare,586567,205,Master,Full-time,2026-05-02,90,Closed
790,Data Scientist,Wipro,Pune,Telangana,India,Remote,Mid,5,14,6,"Azure,Python",Finance,1713069,248,Master,Full-time,2026-04-22,97,Closed
791,Data Scientist,Wipro,Delhi,Maharashtra,India,Remote,Mid,7,23,19,"Tableau,SQL",Retail,1384925,469,Bachelor,Internship,2026-06-23,51,Open
792,Business Analyst,Microsoft,Bengaluru,Telangana,India,Remote,Associate,4,8,9,"Tableau,SQL",Healthcare,361686,322,Bachelor,Internship,2026-06-10,66,Open
793,Data Analyst,Microsoft,Hyderabad,Tamil Nadu,India,Onsite,Mid,3,17,8,"Azure,Python",Retail,1117502,52,Bachelor,Full-time,2026-03-05,90,Open
794,ML Engineer,Wipro,Chennai,Telangana,India,Hybrid,Entry,5,21,12,"Python,Pandas",Education,1748800,162,Bachelor,Internship,2026-01-05,54,Open
795,BI Developer,Google,Delhi,Karnataka,India,Onsite,Senior,5,3,20,"Excel,SQL",Healthcare,1419263,393,Bachelor,Contract,2026-02-28,87,Open
796,ML Engineer,Microsoft,Bengaluru,Telangana,India,Remote,Mid,3,19,7,"Python,Pandas",Retail,612733,122,Master,Full-time,2026-06-08,78,Closed
797,Business Analyst,Amazon,Mumbai,Delhi,India,Hybrid,Senior,0,16,7,"Tableau,SQL",IT Services,1212664,177,Bachelor,Contract,2026-05-26,87,Open
798,ML Engineer,Microsoft,Chennai,Telangana,India,Onsite,Entry,0,26,16,"Tableau,SQL",Education,1028338,192,Master,Internship,2026-02-28,55,Open
799,Data Scientist,Infosys,Delhi,Telangana,India,Remote,Mid,8,27,9,"Azure,Python",Education,1518716,487,Bachelor,Internship,2026-06-23,91,Open
800,Data Analyst,TCS,Mumbai,Telangana,India,Hybrid,Associate,0,14,15,"Power BI,SQL",Healthcare,777261,45,Bachelor,Contract,2026-06-10,74,Closed
801,BI Developer,Zoho,Hyderabad,Maharashtra,India,Remote,Mid,3,20,7,"Python,SQL",Retail,869579,245,Master,Internship,2026-02-25,62,Open
802,Business Analyst,TCS,Pune,Delhi,India,Onsite,Associate,1,25,16,"Excel,SQL",Education,534264,216,Master,Full-time,2026-02-14,66,Closed
803,BI Developer,TechNova,Bengaluru,Delhi,India,Onsite,Entry,5,28,17,"Excel,SQL",Healthcare,692519,405,Bachelor,Contract,2026-02-28,98,Open
804,Data Analyst,TCS,Hyderabad,Karnataka,India,Remote,Associate,2,27,16,"Python,Pandas",Healthcare,1707279,271,Master,Full-time,2026-01-15,87,Closed
805,Business Analyst,TCS,Delhi,Tamil Nadu,India,Hybrid,Senior,8,15,15,"Azure,Python",Finance,1369187,67,Bachelor,Full-time,2026-04-02,67,Closed
806,Business Analyst,Google,Bengaluru,Karnataka,India,Remote,Mid,7,12,8,"Python,SQL",Healthcare,915233,150,Bachelor,Full-time,2026-03-02,97,Closed
807,Software Engineer,TCS,Chennai,Telangana,India,Hybrid,Mid,7,13,14,"Python,Pandas",Retail,314200,18,Master,Full-time,2026-06-21,74,Closed
808,ML Engineer,Wipro,Delhi,Tamil Nadu,India,Hybrid,Senior,6,6,19,"Python,SQL",IT Services,1502018,213,Master,Contract,2026-02-05,95,Open
809,ML Engineer,Wipro,Delhi,Tamil Nadu,India,Remote,Mid,7,7,13,"Azure,Python",Retail,642103,218,Master,Internship,2026-05-22,92,Closed
810,Business Analyst,Accenture,Chennai,Maharashtra,India,Hybrid,Associate,6,12,11,"Excel,SQL",Finance,636867,280,Master,Contract,2026-02-22,73,Open
811,BI Developer,Wipro,Hyderabad,Maharashtra,India,Onsite,Senior,6,13,8,"Tableau,SQL",Healthcare,353834,257,Master,Full-time,2026-05-19,70,Open
812,Software Engineer,TechNova,Bengaluru,Telangana,India,Onsite,Associate,5,8,16,"Azure,Python",Retail,669129,60,Master,Full-time,2026-04-07,98,Closed
813,Data Analyst,Infosys,Mumbai,Telangana,India,Hybrid,Mid,8,17,17,"Excel,SQL",Finance,754011,192,Master,Full-time,2026-01-31,84,Closed
814,ML Engineer,TechNova,Hyderabad,Maharashtra,India,Onsite,Mid,5,25,8,"Python,SQL",Healthcare,1388028,401,Bachelor,Contract,2026-03-28,58,Closed
815,ML Engineer,Amazon,Bengaluru,Delhi,India,Remote,Mid,7,26,7,"Azure,Python",IT Services,1580331,29,Master,Full-time,2026-03-23,66,Closed
816,Software Engineer,Amazon,Bengaluru,Maharashtra,India,Onsite,Associate,1,17,8,"Python,SQL",IT Services,1269862,71,Bachelor,Internship,2026-05-14,60,Open
817,Data Scientist,Wipro,Delhi,Maharashtra,India,Onsite,Senior,0,22,19,"Excel,SQL",Healthcare,627664,322,Master,Contract,2026-02-16,64,Closed
818,Data Analyst,Zoho,Hyderabad,Telangana,India,Hybrid,Mid,7,10,18,"Power BI,SQL",Healthcare,1034513,453,Bachelor,Full-time,2026-03-30,64,Open
819,Business Analyst,Wipro,Delhi,Delhi,India,Onsite,Mid,8,21,9,"Excel,SQL",Education,1628858,344,Master,Full-time,2026-05-05,77,Closed
820,BI Developer,Wipro,Delhi,Telangana,India,Onsite,Mid,1,4,20,"Python,SQL",Retail,457215,173,Master,Internship,2026-03-25,60,Closed
821,ML Engineer,Google,Mumbai,Karnataka,India,Onsite,Mid,2,22,5,"Power BI,SQL",IT Services,1783395,88,Master,Full-time,2026-02-07,58,Open
822,ML Engineer,TechNova,Bengaluru,Karnataka,India,Onsite,Associate,4,15,8,"Excel,SQL",Finance,1711217,222,Master,Internship,2026-05-21,87,Open
823,Data Scientist,Accenture,Chennai,Karnataka,India,Onsite,Entry,1,15,14,"Excel,SQL",IT Services,1665703,64,Bachelor,Full-time,2026-05-05,73,Open
824,Data Scientist,Infosys,Delhi,Delhi,India,Hybrid,Associate,2,25,19,"Azure,Python",IT Services,1283183,123,Bachelor,Contract,2026-02-15,74,Open
825,Business Analyst,Capgemini,Delhi,Delhi,India,Remote,Associate,1,20,13,"Power BI,SQL",Education,751844,335,Master,Internship,2026-02-01,97,Closed
826,ML Engineer,Microsoft,Mumbai,Maharashtra,India,Hybrid,Senior,2,27,10,"Excel,SQL",Healthcare,864254,337,Bachelor,Contract,2026-01-11,96,Closed
827,Software Engineer,TechNova,Mumbai,Delhi,India,Onsite,Entry,3,26,10,"Power BI,SQL",IT Services,683676,1,Master,Internship,2026-05-12,67,Closed
828,Software Engineer,Infosys,Delhi,Tamil Nadu,India,Onsite,Senior,2,20,12,"Azure,Python",IT Services,1152538,253,Bachelor,Contract,2026-01-01,67,Open
829,Data Scientist,Accenture,Hyderabad,Karnataka,India,Remote,Senior,0,28,12,"Excel,SQL",Retail,1722593,100,Bachelor,Contract,2026-05-08,61,Closed
830,Data Analyst,Google,Mumbai,Maharashtra,India,Remote,Mid,2,17,13,"Power BI,SQL",Retail,753451,97,Bachelor,Full-time,2026-05-04,91,Open
831,Data Scientist,Zoho,Bengaluru,Karnataka,India,Hybrid,Mid,8,21,5,"Excel,SQL",Education,1572399,266,Bachelor,Full-time,2026-02-12,64,Open
832,Business Analyst,Zoho,Pune,Tamil Nadu,India,Hybrid,Entry,8,23,13,"Python,SQL",Retail,955892,258,Master,Internship,2026-06-11,59,Closed
833,Business Analyst,Capgemini,Hyderabad,Karnataka,India,Onsite,Senior,7,26,16,"Python,Pandas",Finance,873564,410,Master,Contract,2026-06-22,71,Open
834,Data Analyst,Amazon,Bengaluru,Tamil Nadu,India,Onsite,Associate,4,24,13,"Power BI,SQL",IT Services,1500810,5,Master,Full-time,2026-04-05,78,Open
835,Business Analyst,Wipro,Mumbai,Delhi,India,Onsite,Associate,2,5,20,"Azure,Python",IT Services,1763803,55,Bachelor,Internship,2026-04-26,96,Open
836,ML Engineer,Infosys,Delhi,Telangana,India,Remote,Entry,8,3,14,"Python,Pandas",Education,690770,307,Bachelor,Contract,2026-05-08,92,Open
837,Business Analyst,Capgemini,Delhi,Telangana,India,Onsite,Entry,0,18,9,"Excel,SQL",IT Services,1577765,399,Bachelor,Internship,2026-03-08,84,Closed
838,Data Scientist,Capgemini,Hyderabad,Telangana,India,Hybrid,Senior,6,25,10,"Azure,Python",Healthcare,1781022,371,Bachelor,Internship,2026-03-22,78,Open
839,Software Engineer,Wipro,Chennai,Delhi,India,Hybrid,Mid,3,17,18,"Power BI,SQL",Retail,314501,218,Master,Internship,2026-04-30,67,Open
840,Business Analyst,Zoho,Hyderabad,Karnataka,India,Hybrid,Mid,5,30,17,"Excel,SQL",Education,1709189,0,Master,Full-time,2026-01-10,67,Open
841,Data Analyst,TCS,Delhi,Karnataka,India,Hybrid,Entry,4,11,16,"Tableau,SQL",Healthcare,550113,46,Bachelor,Full-time,2026-06-18,73,Open
842,Business Analyst,Microsoft,Mumbai,Delhi,India,Hybrid,Entry,3,10,15,"Power BI,SQL",IT Services,562855,259,Bachelor,Full-time,2026-01-26,58,Open
843,Data Scientist,Zoho,Hyderabad,Delhi,India,Hybrid,Entry,3,25,10,"Excel,SQL",Education,672867,46,Master,Full-time,2026-05-03,51,Open
844,BI Developer,Wipro,Hyderabad,Delhi,India,Remote,Associate,4,3,14,"Python,SQL",Retail,631371,98,Bachelor,Contract,2026-06-22,59,Closed
845,Business Analyst,Capgemini,Chennai,Tamil Nadu,India,Remote,Associate,5,27,16,"Python,SQL",Healthcare,968928,481,Master,Full-time,2026-04-24,53,Closed
846,ML Engineer,Google,Hyderabad,Telangana,India,Remote,Associate,5,7,11,"Python,Pandas",Retail,1794346,300,Bachelor,Full-time,2026-02-04,66,Closed
847,BI Developer,Accenture,Chennai,Karnataka,India,Onsite,Senior,6,13,5,"Python,SQL",IT Services,304756,130,Master,Full-time,2026-05-24,73,Open
848,Data Analyst,Microsoft,Pune,Delhi,India,Remote,Associate,0,6,15,"Excel,SQL",IT Services,1307155,149,Master,Internship,2026-04-15,51,Closed
849,Business Analyst,TechNova,Chennai,Delhi,India,Onsite,Entry,8,21,12,"Power BI,SQL",Finance,1523646,326,Bachelor,Contract,2026-01-06,84,Open
850,Data Scientist,Capgemini,Mumbai,Delhi,India,Onsite,Associate,0,25,16,"Tableau,SQL",Retail,522541,342,Bachelor,Internship,2026-05-11,89,Closed
851,ML Engineer,TechNova,Bengaluru,Telangana,India,Remote,Associate,6,21,19,"Python,Pandas",IT Services,973989,10,Bachelor,Full-time,2026-04-05,69,Open
852,Business Analyst,TechNova,Mumbai,Delhi,India,Hybrid,Entry,2,15,19,"Azure,Python",Education,914426,121,Master,Full-time,2026-04-23,75,Closed
853,Software Engineer,Amazon,Bengaluru,Karnataka,India,Remote,Senior,4,6,16,"Python,Pandas",Finance,821593,114,Master,Full-time,2026-06-30,71,Closed
854,BI Developer,Amazon,Pune,Karnataka,India,Remote,Mid,0,8,10,"Tableau,SQL",IT Services,514149,345,Bachelor,Full-time,2026-06-04,78,Closed
855,Data Scientist,Accenture,Chennai,Karnataka,India,Hybrid,Mid,7,21,15,"Python,SQL",Education,414664,49,Master,Contract,2026-05-14,96,Open
856,BI Developer,Infosys,Mumbai,Delhi,India,Hybrid,Entry,3,25,6,"Excel,SQL",IT Services,1701344,296,Bachelor,Full-time,2026-02-20,58,Open
857,Data Analyst,Microsoft,Bengaluru,Telangana,India,Remote,Mid,6,24,12,"Power BI,SQL",Retail,957026,1,Master,Contract,2026-05-26,57,Open
858,Business Analyst,TCS,Hyderabad,Telangana,India,Onsite,Associate,8,14,8,"Python,Pandas",Retail,1785213,472,Master,Contract,2026-03-05,90,Open
859,Software Engineer,Wipro,Bengaluru,Telangana,India,Remote,Senior,6,26,8,"Python,Pandas",Education,1637038,172,Bachelor,Full-time,2026-06-11,82,Closed
860,Software Engineer,Accenture,Chennai,Tamil Nadu,India,Remote,Entry,3,8,17,"Tableau,SQL",Healthcare,410746,345,Master,Full-time,2026-01-21,61,Closed
861,ML Engineer,TCS,Mumbai,Maharashtra,India,Remote,Entry,8,5,15,"Tableau,SQL",Healthcare,1288808,150,Master,Full-time,2026-03-23,54,Open
862,BI Developer,Wipro,Hyderabad,Delhi,India,Onsite,Entry,8,6,9,"Excel,SQL",Healthcare,622854,369,Bachelor,Full-time,2026-02-22,66,Closed
863,Data Scientist,Google,Pune,Karnataka,India,Hybrid,Associate,7,4,13,"Excel,SQL",Healthcare,382761,340,Bachelor,Contract,2026-04-22,79,Open
864,Software Engineer,Accenture,Hyderabad,Karnataka,India,Onsite,Mid,0,28,4,"Python,Pandas",IT Services,618273,72,Bachelor,Internship,2026-05-18,82,Closed
865,Data Analyst,Microsoft,Chennai,Delhi,India,Onsite,Associate,6,30,7,"Azure,Python",Healthcare,1753938,218,Bachelor,Full-time,2026-03-19,55,Open
866,BI Developer,Amazon,Pune,Tamil Nadu,India,Remote,Associate,1,4,4,"Power BI,SQL",Retail,1314580,135,Master,Internship,2026-06-05,69,Closed
867,ML Engineer,Wipro,Delhi,Tamil Nadu,India,Hybrid,Mid,7,11,11,"Tableau,SQL",Healthcare,1034640,89,Bachelor,Full-time,2026-06-28,74,Closed
868,BI Developer,Zoho,Bengaluru,Telangana,India,Onsite,Senior,2,6,9,"Tableau,SQL",IT Services,1220848,90,Bachelor,Full-time,2026-03-11,92,Closed
869,Data Analyst,Wipro,Chennai,Karnataka,India,Onsite,Entry,2,22,14,"Excel,SQL",Education,341965,459,Master,Internship,2026-02-19,80,Closed
870,Data Analyst,Amazon,Hyderabad,Telangana,India,Onsite,Associate,5,4,11,"Python,SQL",Healthcare,1465309,55,Master,Contract,2026-04-03,72,Open
871,BI Developer,Accenture,Bengaluru,Delhi,India,Remote,Associate,7,29,10,"Python,SQL",Education,1738881,467,Bachelor,Internship,2026-05-25,88,Closed
872,Business Analyst,Microsoft,Bengaluru,Karnataka,India,Onsite,Entry,4,5,4,"Azure,Python",Education,1784447,304,Master,Internship,2026-03-04,50,Open
873,Data Scientist,TCS,Mumbai,Tamil Nadu,India,Remote,Mid,6,30,20,"Excel,SQL",Education,393455,408,Master,Contract,2026-01-19,61,Closed
874,ML Engineer,Wipro,Delhi,Karnataka,India,Hybrid,Entry,7,9,17,"Python,Pandas",Healthcare,505130,97,Bachelor,Contract,2026-06-05,55,Open
875,ML Engineer,Infosys,Bengaluru,Tamil Nadu,India,Hybrid,Mid,1,5,14,"Python,SQL",Finance,712982,370,Master,Internship,2026-02-17,50,Closed
876,Data Scientist,Google,Bengaluru,Tamil Nadu,India,Hybrid,Senior,7,3,10,"Python,SQL",Education,1714064,142,Master,Full-time,2026-03-14,61,Closed
877,Data Analyst,Amazon,Bengaluru,Delhi,India,Remote,Mid,6,29,17,"Python,Pandas",Finance,1434469,230,Bachelor,Internship,2026-02-27,51,Closed
878,Software Engineer,Accenture,Bengaluru,Karnataka,India,Onsite,Associate,4,28,18,"Tableau,SQL",Finance,1386158,102,Master,Full-time,2026-01-08,98,Open
879,ML Engineer,Infosys,Chennai,Delhi,India,Hybrid,Entry,2,12,20,"Excel,SQL",Education,1178830,288,Bachelor,Contract,2026-05-12,53,Closed
880,Data Analyst,Google,Delhi,Telangana,India,Onsite,Mid,6,25,6,"Azure,Python",IT Services,990860,327,Bachelor,Contract,2026-04-19,64,Open
881,Data Analyst,Microsoft,Mumbai,Maharashtra,India,Onsite,Entry,3,16,9,"Python,Pandas",IT Services,1568961,51,Master,Contract,2026-02-09,63,Closed
882,BI Developer,Zoho,Pune,Telangana,India,Hybrid,Senior,8,30,7,"Excel,SQL",IT Services,1319821,120,Master,Full-time,2026-01-20,57,Closed
883,ML Engineer,Infosys,Pune,Maharashtra,India,Onsite,Associate,0,5,17,"Python,SQL",Healthcare,1150802,84,Bachelor,Internship,2026-04-09,59,Open
884,Business Analyst,Zoho,Mumbai,Maharashtra,India,Hybrid,Senior,5,29,12,"Python,SQL",Retail,1098467,423,Master,Internship,2026-02-09,74,Open
885,Data Analyst,Google,Delhi,Telangana,India,Onsite,Senior,1,26,12,"Tableau,SQL",Finance,357431,492,Master,Full-time,2026-06-11,90,Open
886,Data Analyst,Microsoft,Pune,Telangana,India,Hybrid,Senior,8,14,9,"Excel,SQL",Healthcare,1141069,154,Bachelor,Internship,2026-05-06,50,Closed
887,BI Developer,Microsoft,Hyderabad,Karnataka,India,Remote,Mid,6,21,8,"Azure,Python",Education,1393087,417,Bachelor,Full-time,2026-06-28,73,Open
888,ML Engineer,Microsoft,Chennai,Maharashtra,India,Hybrid,Senior,8,23,6,"Tableau,SQL",Education,329123,2,Bachelor,Full-time,2026-06-14,57,Closed
889,ML Engineer,Amazon,Mumbai,Telangana,India,Onsite,Entry,5,7,20,"Python,SQL",IT Services,1282464,275,Master,Contract,2026-04-06,88,Open
890,Business Analyst,TCS,Pune,Maharashtra,India,Hybrid,Senior,6,25,6,"Python,Pandas",Retail,1182090,270,Bachelor,Internship,2026-02-15,62,Open
891,Data Analyst,Zoho,Chennai,Karnataka,India,Onsite,Senior,7,11,17,"Python,SQL",Retail,420037,205,Bachelor,Internship,2026-04-12,54,Closed
892,Business Analyst,Infosys,Hyderabad,Telangana,India,Remote,Entry,2,16,13,"Python,SQL",Education,1024021,160,Bachelor,Internship,2026-03-22,56,Open
893,BI Developer,Microsoft,Pune,Karnataka,India,Hybrid,Associate,0,30,9,"Python,SQL",Healthcare,1708933,196,Master,Contract,2026-01-17,72,Closed
894,ML Engineer,Wipro,Mumbai,Karnataka,India,Onsite,Senior,4,12,15,"Power BI,SQL",IT Services,1564437,192,Master,Full-time,2026-06-02,59,Open
895,Software Engineer,Microsoft,Hyderabad,Maharashtra,India,Onsite,Entry,5,4,4,"Power BI,SQL",Healthcare,1513723,192,Bachelor,Internship,2026-04-04,58,Closed
896,Software Engineer,Wipro,Mumbai,Delhi,India,Onsite,Mid,6,14,12,"Excel,SQL",Education,1310313,176,Master,Full-time,2026-01-13,89,Open
897,ML Engineer,Accenture,Delhi,Karnataka,India,Remote,Senior,1,8,10,"Tableau,SQL",IT Services,828163,326,Bachelor,Contract,2026-05-23,85,Closed
898,Business Analyst,Accenture,Mumbai,Telangana,India,Remote,Mid,6,25,11,"Excel,SQL",Finance,703649,369,Bachelor,Full-time,2026-01-19,64,Open
899,Software Engineer,Accenture,Bengaluru,Tamil Nadu,India,Hybrid,Entry,4,17,18,"Python,Pandas",Education,1764693,298,Master,Internship,2026-01-14,58,Closed
900,Data Scientist,TCS,Chennai,Karnataka,India,Onsite,Mid,8,30,11,"Python,Pandas",Retail,669550,319,Master,Full-time,2026-06-24,80,Open
901,BI Developer,Zoho,Chennai,Telangana,India,Onsite,Associate,0,21,5,"Tableau,SQL",Finance,1463730,200,Master,Full-time,2026-01-21,81,Open
902,BI Developer,Capgemini,Delhi,Delhi,India,Onsite,Associate,2,20,7,"Python,Pandas",Healthcare,422026,480,Bachelor,Contract,2026-04-04,60,Closed
903,Data Scientist,Zoho,Chennai,Maharashtra,India,Hybrid,Mid,3,25,10,"Python,Pandas",Education,944695,441,Bachelor,Full-time,2026-03-10,80,Closed
904,Data Analyst,Zoho,Hyderabad,Tamil Nadu,India,Hybrid,Entry,8,9,6,"Python,Pandas",Finance,514176,421,Master,Contract,2026-01-21,98,Closed
905,ML Engineer,Zoho,Mumbai,Telangana,India,Remote,Senior,2,20,15,"Power BI,SQL",IT Services,1261250,38,Bachelor,Internship,2026-01-26,64,Open
906,Data Analyst,Google,Mumbai,Delhi,India,Hybrid,Mid,7,15,5,"Power BI,SQL",Finance,863781,407,Bachelor,Internship,2026-03-09,95,Closed
907,ML Engineer,Zoho,Bengaluru,Tamil Nadu,India,Onsite,Associate,2,6,4,"Python,Pandas",Healthcare,1477080,38,Master,Full-time,2026-04-16,64,Open
908,Data Analyst,Infosys,Mumbai,Karnataka,India,Remote,Senior,5,26,12,"Tableau,SQL",Education,656037,415,Bachelor,Contract,2026-01-21,55,Open
909,BI Developer,TechNova,Pune,Maharashtra,India,Remote,Entry,2,24,4,"Python,SQL",Retail,633467,495,Bachelor,Contract,2026-01-17,97,Closed
910,BI Developer,TechNova,Delhi,Maharashtra,India,Onsite,Associate,3,12,8,"Python,SQL",Retail,1333497,15,Bachelor,Contract,2026-06-29,61,Closed
911,ML Engineer,Infosys,Pune,Telangana,India,Hybrid,Mid,5,9,6,"Power BI,SQL",Healthcare,1426427,451,Master,Full-time,2026-01-10,66,Open
912,BI Developer,Infosys,Hyderabad,Maharashtra,India,Onsite,Entry,0,9,15,"Power BI,SQL",Healthcare,1341601,416,Master,Contract,2026-06-24,58,Closed
913,BI Developer,Accenture,Chennai,Tamil Nadu,India,Hybrid,Senior,1,11,14,"Python,SQL",Healthcare,348851,50,Bachelor,Full-time,2026-05-08,86,Open
914,Software Engineer,Zoho,Mumbai,Delhi,India,Hybrid,Mid,8,12,9,"Excel,SQL",IT Services,964762,203,Master,Full-time,2026-02-02,91,Open
915,Data Analyst,Capgemini,Pune,Tamil Nadu,India,Remote,Senior,0,13,7,"Excel,SQL",Education,1007588,76,Bachelor,Full-time,2026-06-24,60,Closed
916,BI Developer,TCS,Pune,Delhi,India,Hybrid,Mid,5,29,14,"Python,SQL",IT Services,1148851,208,Master,Contract,2026-05-07,95,Open
917,Data Analyst,TechNova,Mumbai,Tamil Nadu,India,Hybrid,Associate,8,25,6,"Python,Pandas",Education,1379924,173,Bachelor,Internship,2026-02-21,64,Closed
918,ML Engineer,Capgemini,Pune,Tamil Nadu,India,Remote,Mid,1,13,20,"Power BI,SQL",Healthcare,417272,300,Bachelor,Contract,2026-03-17,70,Closed
919,Software Engineer,Wipro,Bengaluru,Maharashtra,India,Remote,Entry,3,25,9,"Azure,Python",Finance,882967,321,Master,Full-time,2026-03-13,86,Closed
920,Business Analyst,TCS,Chennai,Tamil Nadu,India,Remote,Senior,2,14,11,"Tableau,SQL",Finance,360753,286,Master,Internship,2026-03-13,94,Open
921,ML Engineer,Microsoft,Chennai,Tamil Nadu,India,Hybrid,Senior,7,10,17,"Power BI,SQL",IT Services,576401,365,Bachelor,Full-time,2026-05-05,67,Open
922,BI Developer,Wipro,Hyderabad,Telangana,India,Hybrid,Mid,7,27,15,"Python,SQL",Finance,383521,266,Bachelor,Contract,2026-04-06,59,Closed
923,Data Scientist,Amazon,Bengaluru,Karnataka,India,Hybrid,Entry,2,23,8,"Excel,SQL",IT Services,1119397,215,Master,Internship,2026-03-25,71,Open
924,Data Scientist,Google,Pune,Karnataka,India,Hybrid,Associate,2,23,6,"Tableau,SQL",Healthcare,1597758,444,Master,Contract,2026-04-12,62,Closed
925,ML Engineer,Accenture,Mumbai,Delhi,India,Remote,Associate,0,7,17,"Power BI,SQL",Education,1535987,454,Master,Contract,2026-06-19,89,Open
926,Business Analyst,Accenture,Mumbai,Telangana,India,Onsite,Associate,1,24,13,"Python,Pandas",Finance,318092,149,Master,Internship,2026-04-26,69,Open
927,BI Developer,Capgemini,Bengaluru,Maharashtra,India,Hybrid,Senior,6,30,6,"Python,Pandas",IT Services,1489133,315,Bachelor,Internship,2026-02-16,81,Open
928,Data Scientist,Capgemini,Pune,Maharashtra,India,Hybrid,Senior,7,25,8,"Excel,SQL",Education,1667384,177,Master,Full-time,2026-03-19,69,Open
929,Data Scientist,TCS,Chennai,Maharashtra,India,Onsite,Mid,8,8,17,"Python,Pandas",IT Services,1556515,284,Master,Full-time,2026-03-19,79,Closed
930,Data Scientist,Google,Chennai,Delhi,India,Onsite,Senior,1,17,15,"Power BI,SQL",Retail,979408,43,Master,Contract,2026-01-13,94,Open
931,Software Engineer,TechNova,Bengaluru,Maharashtra,India,Onsite,Entry,2,29,10,"Python,Pandas",IT Services,1113214,111,Bachelor,Contract,2026-05-13,84,Closed
932,Data Scientist,Accenture,Hyderabad,Tamil Nadu,India,Hybrid,Entry,4,28,18,"Tableau,SQL",Finance,966358,450,Master,Contract,2026-05-16,51,Closed
933,ML Engineer,Capgemini,Pune,Karnataka,India,Remote,Mid,5,21,16,"Python,Pandas",Finance,792680,250,Master,Internship,2026-04-01,70,Closed
934,Data Analyst,TCS,Pune,Maharashtra,India,Onsite,Entry,2,14,17,"Azure,Python",Healthcare,1798922,346,Bachelor,Full-time,2026-03-24,77,Open
935,Software Engineer,TCS,Bengaluru,Maharashtra,India,Remote,Associate,8,26,9,"Azure,Python",Retail,610345,9,Bachelor,Contract,2026-06-09,59,Open
936,Business Analyst,Google,Delhi,Karnataka,India,Hybrid,Senior,3,7,8,"Python,SQL",Retail,1721115,451,Master,Internship,2026-04-21,89,Closed
